1273574944 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
1273574985 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0
1273574997 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
1273579190 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
1273579191 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
1273579425 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
1273579426 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
1273579427 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0
1273579428 0 0 0 0 0 0 0 0 0 64 0 0 16 0 0 0 0 0 0 0
1273579550 0 0 0 0 0 0 0 0 0 148 0 0 16 0 0 0 0 0 0 0
1273579551 0 0 0 0 0 0 0 0 0 316 0 0 16 0 0 0 0 0 0 0
1273579552 0 0 0 0 0 0 0 0 0 416 0 0 16 0 0 0 0 0 0 0
1273579553 0 0 0 0 0 0 0 0 0 416 0 0 16 0 0 0 0 0 0 0
1273579554 0 0 0 0 0 0 0 0 0 416 0 0 16 0 0 0 0 0 0 0
1273580897 0 0 0 0 0 0 0 0 0 535 0 0 16 0 0 0 0 0 0 0
1273580898 0 0 0 0 0 0 0 0 0 645 0 0 16 0 0 0 0 0 0 0
1273580899 0 0 0 0 0 0 0 0 0 748 0 0 16 0 0 0 0 0 0 0
1273580900 0 0 0 0 0 0 0 0 0 748 0 0 16 0 0 0 0 0 0 0
1273580901 0 0 0 0 0 0 0 0 0 748 0 0 16 0 0 0 0 0 0 0
1273580902 0 0 0 0 0 0 0 0 0 748 0 0 16 0 0 0 0 0 0 0
1273580903 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273580904 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273582515 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273582516 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273582517 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273582518 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273582519 0 0 0 0 0 0 0 0 0 905 0 0 16 0 0 0 0 0 0 0
1273582571 0 0 0 0 0 0 0 0 0 1183 0 0 16 0 0 0 0 0 0 0
1273582572 0 0 0 0 0 0 0 0 0 1355 0 0 16 0 0 0 0 0 0 0
1273582573 0 0 0 0 0 0 0 0 0 1355 0 0 16 0 0 0 0 0 0 0
1273582574 0 0 0 0 0 0 0 0 0 1430 0 0 16 0 0 0 0 0 0 0
1273582575 0 0 0 0 0 0 0 0 0 1588 0 0 16 0 0 0 0 0 0 0
1273582576 0 0 0 0 0 0 0 0 0 1588 0 0 16 0 0 0 0 0 0 0
1273582577 0 0 0 0 0 0 0 0 0 1680 0 0 16 0 0 0 0 0 0 0
1273582578 0 0 0 0 0 0 0 0 0 1840 0 0 16 0 0 0 0 0 0 0
1273582579 0 0 0 0 0 0 0 0 0 1915 0 0 16 0 0 0 0 0 0 0
1273582580 0 0 0 0 0 0 0 0 0 1915 0 0 16 0 0 0 0 0 0 0
1273582581 0 0 0 0 0 0 0 0 0 1992 0 0 16 0 0 0 0 0 0 0
1273582582 0 0 0 0 0 0 0 0 0 1992 0 0 16 0 0 0 0 0 0 0
1273582583 0 0 0 0 0 0 0 0 0 2062 0 0 16 0 0 0 0 0 0 0
1273582584 0 0 0 0 0 0 0 0 0 2136 0 0 16 0 0 0 0 0 0 0
1273582585 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582586 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582813 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582824 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582825 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582826 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582827 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582828 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582829 0 0 0 0 0 0 0 0 0 2291 0 0 16 0 0 0 0 0 0 0
1273582830 0 0 0 0 0 0 0 0 0 2383 0 0 16 0 0 0 0 0 0 0
1273582831 0 0 0 0 0 0 0 0 0 2383 0 0 16 0 0 0 0 0 0 0
1273582884 0 0 0 0 0 0 0 0 0 2383 0 0 16 0 0 0 0 0 0 0
1273582885 0 0 0 0 0 0 0 0 0 2383 0 0 16 0 0 0 0 0 0 0
1273582886 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582887 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582888 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582889 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582890 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582891 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582892 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582893 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
1273582894 0 0 0 0 0 0 0 0 0 2490 0 0 16 0 0 0 0 0 0 0
