1 2651
2 2425
3 1633
4 2780
5 2432
6 4072
7 2214
8 2930
9 2572
10 1872
11 3287
12 1794
13 3039
14 2074
15 1059
16 1415
17 1367
18 1353
19 1596
20 2132
21 1758
22 1741
23 2979
24 2419
